Index,car & license plates img,license plates in txt,vehicle type,vehicle model & other info
123,"['https://img03.platesmania.com/230131/m/20806508.jpg', 'https://img03.platesmania.com/230201/inf/20806508d8eeca.png']",50 D 680 WA,Mercedes-Benz Actros,"['3rd gen (MP4/MP5), 2011–', ' Россия Оренбургская область']"
124,"['https://img03.platesmania.com/230131/m/20806507.jpg', 'https://img03.platesmania.com/230131/inf/20806507eba9ea.png']",40 X 323 SA,Mercedes-Benz Actros,"['2nd gen (MP2/MP3), 2003–2021', 'Россия Оренбургская область']"
125,"['https://img03.platesmania.com/230131/m/20805271.jpg', 'https://img03.platesmania.com/230131/inf/20805271b96286.png']",01 P 285 LA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Узбекистан, г. Ташкент, 2015 г.']"
126,"['https://img03.platesmania.com/230131/m/20805265.jpg', 'https://img03.platesmania.com/230131/inf/20805265b125d3.png']",01 P 285 LA,GAZ 24 Волга,"['24(-01/07) Sedan, 1969–1985', 'Узбекистан, г. Ташкент, 2015 г.']"
127,"['https://img03.platesmania.com/230131/m/20804512.jpg', 'https://img03.platesmania.com/230131/inf/20804512089914.png']",10 A 015 AA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Tashkent region']"
128,"['https://img03.platesmania.com/230131/m/20804471.jpg', 'https://img03.platesmania.com/230131/inf/20804471f269dd.png']",01 G 351 YB,Chevrolet Lacetti,"['1st gen Sedan (J200), 2004\xad–2012', ' Tashkent region']"
129,"['https://img03.platesmania.com/230131/m/20804286.jpg', 'https://img03.platesmania.com/230131/inf/20804286a0eb99.png']",30 U 918 NA,Ravon R2,[]
130,"['https://img03.platesmania.com/230131/m/20804280.jpg', 'https://img03.platesmania.com/230131/inf/208042804e3109.png']",30 U 918 NA,Ravon R2,[' Казахстан г. Алматы']
131,"['https://img03.platesmania.com/230130/m/20800799.jpg', 'https://img03.platesmania.com/230130/inf/20800799e42888.png']",70 A 748 VA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', ' Казахстан г. Алматы']"
132,"['https://img03.platesmania.com/230130/m/20800793.jpg', 'https://img03.platesmania.com/230130/inf/20800793330896.png']",50 B 736 VA,Chevrolet Nexia,"['2nd gen (T250), 2016–', ' Казахстан г. Алматы']"
133,"['https://img03.platesmania.com/230130/m/20800788.jpg', 'https://img03.platesmania.com/230130/inf/208007886ef6e1.png']",30 D 796 UA,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', ' Казахстан г. Алматы']"
134,"['https://img03.platesmania.com/230130/m/20799136.jpg', 'https://img03.platesmania.com/230130/inf/207991366287e3.png']",40 Z 042 PA,Mercedes-Benz Actros,"['3rd gen (MP4/MP5), 2011–', ' Республика Казахстан,  Костанайская область,  Трасса А-22.']"
135,"['https://img03.platesmania.com/230130/m/20797117.jpg', 'https://img03.platesmania.com/230130/inf/20797117459763.png']",01 L 815 VA,Subaru Impreza,"['1st gen (GM/GC/GF), 1992–2000', 'Казахстан г. Алматы']"
136,"['https://img03.platesmania.com/230130/m/20797114.jpg', 'https://img03.platesmania.com/230130/inf/207971145dd3df.png']",01 L 815 VA,Subaru Impreza,"['1st gen (GM/GC/GF), 1992–2000', 'Казахстан г. Алматы']"
137,"['https://img03.platesmania.com/230129/m/20794861.jpg', 'https://img03.platesmania.com/230129/inf/20794861fb5ff6.png']",80 N 943 QA,Volvo FH,"['2nd gen, facelift, 2008–2012', 'GE, Adjara']"
138,"['https://img03.platesmania.com/230129/m/20793598.jpg', 'https://img03.platesmania.com/230129/inf/20793598f95e04.png']",80 A 488 OA,MAN TGX,"['1st gen (Phase 1,2,3), 2007–2020', 'Р228 - Саратовская область, Россия']"
139,"['https://img03.platesmania.com/230129/m/20793589.jpg', 'https://img03.platesmania.com/230129/inf/207935894ea9ed.png']",80 E 941 TA,MAN TGX,"['1st gen (Phase 1,2,3), 2007–2020', 'Р228 - Саратовская область, Россия']"
140,"['https://img03.platesmania.com/230129/m/20793181.jpg', 'https://img03.platesmania.com/230129/inf/207931817090ac.png']",75 R 202 OA,Chevrolet Lacetti,"['1st gen Sedan (J200), 2004\xad–2012', 'Россия, Тула ']"
141,"['https://img03.platesmania.com/230129/m/20793173.jpg', 'https://img03.platesmania.com/230129/inf/20793173bd24ad.png']",75 R 202 OA,Chevrolet Lacetti,"['1st gen Sedan (J200), 2004\xad–2012', 'Россия, Тула ']"
142,"['https://img03.platesmania.com/230129/m/20793154.jpg', 'https://img03.platesmania.com/230129/inf/20793154263c4f.png']",60 V 939 KA,Mercedes-Benz Vito,"['1st gen (W638), 1996–2003', 'Россия, Тула ']"
143,"['https://img03.platesmania.com/230129/m/20793152.jpg', 'https://img03.platesmania.com/230129/inf/20793152b42636.png']",60 V 939 KA,Mercedes-Benz Vito,"['1st gen (W638), 1996–2003', 'Россия, Тула ']"
144,"['https://img03.platesmania.com/230129/m/20793143.jpg', 'https://img03.platesmania.com/230129/inf/2079314329bbaa.png']",75 S 999 OA,Chevrolet Captiva,"['1st gen (С100), facelift, 2011–2018', 'Россия, Тула ']"
145,"['https://img03.platesmania.com/230129/m/20793136.jpg', 'https://img03.platesmania.com/230129/inf/207931365a2809.png']",75 S 999 OA,Chevrolet Captiva,"['1st gen (С100), facelift, 2011–2018', 'Россия, Тула ']"
146,"['https://img03.platesmania.com/230129/m/20793127.jpg', 'https://img03.platesmania.com/230129/inf/20793127f55b63.png']",60 V 150 WA,Toyota Land Cruiser Prado,"['3rd gen 5-door (J120), 2002–2009', 'Россия, Тула ']"
147,"['https://img03.platesmania.com/230129/m/20793117.jpg', 'https://img03.platesmania.com/230129/inf/207931172956de.png']",60 V 150 WA,Toyota Land Cruiser Prado,"['3rd gen 5-door (J120), 2002–2009', 'Россия, Тула ']"
148,"['https://img03.platesmania.com/230129/m/20793019.jpg', 'https://img03.platesmania.com/230129/inf/207930194f0376.png']",10 Y 680 GA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Республика Казахстан Костанайская обл. г. Житикара ']"
149,"['https://img03.platesmania.com/230129/m/20793014.jpg', 'https://img03.platesmania.com/230129/inf/20793014ce241c.png']",10 Y 680 GA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Республика Казахстан Костанайская обл. г. Житикара ']"
150,"['https://img03.platesmania.com/230129/m/20791741.jpg', 'https://img03.platesmania.com/230129/inf/20791741ba8946.png']",95 Q 401 KA,Mercedes-Benz Vito,"['2nd gen (W639), 2003–2010', '02/2022  Moscow, Russia Moskva, Rossiya']"
151,"['https://img03.platesmania.com/230128/m/20787452.jpg', 'https://img03.platesmania.com/230128/inf/20787452bcb7ae.png']",70 J 053 KA,Izh 2715,"['2715, facelift, 1982–2001', 'Tashkent, UZ, 28.01.2023']"
152,"['https://img03.platesmania.com/230128/m/20782979.jpg', 'https://img03.platesmania.com/230128/inf/2078297932d776.png']",90 C 380 RA,Toyota Estima,"['3rd gen (R2*/R5*), 2006-2019', 'Волгоград.']"
153,"['https://img03.platesmania.com/230127/m/20781108.jpg', 'https://img03.platesmania.com/230127/inf/20781108b8b808.png']",01 V 628 WB,Mercedes-Benz Viano,"['Россия, Город Тула ']"
154,"['https://img03.platesmania.com/230127/m/20781105.jpg', 'https://img03.platesmania.com/230127/inf/2078110519a2bf.png']",01 V 628 WB,Mercedes-Benz Viano,"['Россия, Город Тула ']"
155,"['https://img03.platesmania.com/230127/m/20781098.jpg', 'https://img03.platesmania.com/230127/inf/20781098451c75.png']",90 N 535 OA,Lada (VAZ) Largus,"['Россия, Город Тула ']"
156,"['https://img03.platesmania.com/230127/m/20781094.jpg', 'https://img03.platesmania.com/230127/inf/207810941ed21c.png']",90 N 535 OA,Lada (VAZ) Largus,"['Россия, Город Тула ']"
157,"['https://img03.platesmania.com/230127/m/20776595.jpg', 'https://img03.platesmania.com/230127/inf/207765954a740e.png']",95 W 257 LA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Russia Moscow city / г. Москва']"
158,"['https://img03.platesmania.com/230126/m/20774541.jpg', 'https://img03.platesmania.com/230126/inf/2077454163fbef.png']",01 T 100 OB,Hyundai Palisade,['Казахстан г. Алматы']
159,"['https://img03.platesmania.com/230126/m/20774057.jpg', 'https://img03.platesmania.com/230126/inf/20774057a69b90.png']",60 U 363 MA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Железнодорожный, Московская область, Россия. Второй узбек за день попался)']"
160,"['https://img03.platesmania.com/230126/m/20773602.jpg', 'https://img03.platesmania.com/230126/inf/207736022ca855.png']",30 A 552 JA,Lada (VAZ) 2101,['21011/21013 (1974–1988)']
161,"['https://img03.platesmania.com/230126/m/20773581.jpg', 'https://img03.platesmania.com/230126/inf/20773581d53eac.png']",80 K 563 FA,Daewoo Tico,[]
162,"['https://img03.platesmania.com/230126/m/20773552.jpg', 'https://img03.platesmania.com/230126/inf/20773552b176b3.png']",30 G 702 XA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Казахстан г. Алматы']"
163,"['https://img03.platesmania.com/230126/m/20770966.jpg', 'https://img03.platesmania.com/230126/inf/2077096638f609.png']",01 F 916 TB,Chevrolet Cruze,"['1st gen Sedan (J300), 2008-2016', 'Железнодорожный, Московская область, Россия. Давненько мне узбеки не попадались)']"
164,"['https://img03.platesmania.com/230125/m/20768484.jpg', 'https://img03.platesmania.com/230125/inf/2076848468b756.png']",01 W 316 HB,Daewoo Lacetti,"['1st gen Sedan (J200), 2004\xad–2009', 'г. Алма-Ата, Казахстан. (21.01.23)']"
165,"['https://img03.platesmania.com/230125/m/20768480.jpg', 'https://img03.platesmania.com/230125/inf/20768480ec675f.png']",01 W 316 HB,Daewoo Lacetti,"['1st gen Sedan (J200), 2004\xad–2009', 'г. Алма-Ата, Казахстан. (21.01.23)']"
166,"['https://img03.platesmania.com/230125/m/20767032.jpg', 'https://img03.platesmania.com/230125/inf/2076703217e9d8.png']",90 Y 182 QA,Volkswagen Caddy,"['3rd gen (2K), 2nd facelift, 2015–2020', 'Краснодар.']"
167,"['https://img03.platesmania.com/230125/m/20766255.jpg', 'https://img03.platesmania.com/230125/inf/207662557fb52d.png']",50 A 094 PA,Mercedes-Benz Vito,"['2nd gen (W639), 2003–2010', 'Россия,Санкт-Петербург']"
168,"['https://img03.platesmania.com/230124/m/20761488.jpg', 'https://img03.platesmania.com/230124/inf/20761488aad437.png']",50 R 790 GA,Chevrolet Lacetti,"['1st gen Sedan (J200), 2004\xad–2012', '08/2019г.  Россия, Самарская область ']"
169,"['https://img03.platesmania.com/230124/m/20759634.jpg', 'https://img03.platesmania.com/230124/inf/20759634b7cca7.png']",30 S 887 HA,Chevrolet Lacetti,"['1st gen Sedan (J200), 2004\xad–2012', '08/2019г.  Россия, Самарская область ']"
170,"['https://img03.platesmania.com/230124/m/20758825.jpg', 'https://img03.platesmania.com/230124/inf/207588259905ee.png']",50 E 029 NA,DAF XF,"['3rd gen (XF105), 2006–2013', 'Республика Казахстан,  Костанайская область,  Трасса А-22. ']"
171,"['https://img03.platesmania.com/230124/m/20758723.jpg', 'https://img03.platesmania.com/230124/inf/20758723e76e25.png']",75 F 779 OA,Mercedes-Benz Sprinter,"['РФ, Московская область']"
172,"['https://img03.platesmania.com/230124/m/20757928.jpg', 'https://img03.platesmania.com/230124/inf/20757928e9c183.png']",95 W 257 LA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', 'Russia Moscow city / г. Москва']"
173,"['https://img03.platesmania.com/230123/m/20754199.jpg', 'https://img03.platesmania.com/230123/inf/20754199aa1e4d.png']",40 M 142 BB,MAN TGX,"['1st gen (Phase 1,2,3), 2007–2020', 'Россия Оренбургская область  ']"
174,"['https://img03.platesmania.com/230123/m/20754196.jpg', 'https://img03.platesmania.com/230123/inf/20754196703ae8.png']",10 J 810 KA,Volvo FH,"['2nd gen, facelift, 2008–2012', 'Россия Оренбургская область  ']"
175,"['https://img03.platesmania.com/230123/m/20754193.jpg', 'https://img03.platesmania.com/230123/inf/207541934b1a5c.png']",40 C 785 YA,MAN TGX,"['1st gen (Phase 1,2,3), 2007–2020', 'Россия Оренбургская область  ']"
176,"['https://img03.platesmania.com/230123/m/20754137.jpg', 'https://img03.platesmania.com/230123/inf/207541370788c2.png']",40 R 364 OA,MAN TGS,"['1st gen, 2007–2020', 'Россия Оренбургская область  ']"
177,"['https://img03.platesmania.com/230123/m/20753920.jpg', 'https://img03.platesmania.com/230123/inf/20753920a81177.png']",70 P 770 HA,DAF XF,"['2nd gen (XF95), 2002–2006', 'Россия Оренбургская область']"
178,"['https://img03.platesmania.com/230123/m/20753918.jpg', 'https://img03.platesmania.com/230123/inf/20753918035ddd.png']",75 Z 077 HA,Volvo FH,"['3rd gen, 2012–2020', 'Россия Оренбургская область']"
179,"['https://img03.platesmania.com/230123/m/20751931.jpg', 'https://img03.platesmania.com/230123/inf/20751931836159.png']",90 L 656 OA,Chevrolet Captiva,"['1st gen (С100), facelift, 2011–2018', ' Одинцово, Московская область, РФ']"
180,"['https://img03.platesmania.com/230122/m/20750547.jpg', 'https://img03.platesmania.com/230122/inf/2075054795343d.png']",50 U 698 NA,DAF XF,['Россия Оренбургская область ']
181,"['https://img03.platesmania.com/230122/m/20750539.jpg', 'https://img03.platesmania.com/230122/inf/20750539c3d788.png']",50 G 147 OA,DAF XF,"['3rd gen (XF105), 2006–2013', 'Россия Оренбургская область ']"
182,"['https://img03.platesmania.com/230122/m/20750344.jpg', 'https://img03.platesmania.com/230122/inf/20750344505487.png']",01 W 581 RB,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'г. Алма-Ата, Казахстан. (21.01.23)']"
183,"['https://img03.platesmania.com/230122/m/20750341.jpg', 'https://img03.platesmania.com/230122/inf/20750341c148b0.png']",01 W 581 RB,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'г. Алма-Ата, Казахстан. (21.01.23)']"
184,"['https://img03.platesmania.com/230122/m/20749587.jpg', 'https://img03.platesmania.com/230122/inf/2074958721f207.png']",75 K 087 NA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', ' Россия, Самарская область ']"
185,"['https://img03.platesmania.com/230122/m/20749525.jpg', 'https://img03.platesmania.com/230122/inf/20749525818330.png']",90 G 199 LA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', ' Россия, Самарская область ']"
186,"['https://img03.platesmania.com/230122/m/20749509.jpg', 'https://img03.platesmania.com/230122/inf/2074950984bb19.png']",90 P 950 MA,Lada (VAZ) Largus,"['R90 (KS0/RS0), 2012\xad–2020', '  Россия, Самарская область ']"
187,"['https://img03.platesmania.com/230122/m/20749454.jpg', 'https://img03.platesmania.com/230122/inf/20749454b93296.png']",40 C 982 SA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', '08/2019г.  Россия, Самарская область ']"
188,"['https://img03.platesmania.com/230122/m/20749415.jpg', 'https://img03.platesmania.com/230122/inf/2074941553b337.png']",80 J 557 MA,Hyundai Grand Starex,"['TQ, 2007–2018', '08/2019г.  Россия, Самарская область ']"
189,"['https://img03.platesmania.com/230122/m/20746175.jpg', 'https://img03.platesmania.com/230122/inf/20746175d3a443.png']",90 G 148 RA,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', ' Казахстан г. Алматы']"
190,"['https://img03.platesmania.com/230120/m/20733991.jpg', 'https://img03.platesmania.com/230120/inf/20733991ec528b.png']",80 K 974 KA,Chevrolet Epica,"['08.2019г. Россия, Самарская область']"
191,"['https://img03.platesmania.com/230120/m/20733927.jpg', 'https://img03.platesmania.com/230120/inf/20733927c55372.png']",85 C 702 FA,Lada (VAZ) Largus,"['R90 Cross (KS0/RS0), 2014\xad–2020', '08.2019г. Россия, Самарская область']"
192,"['https://img03.platesmania.com/230119/m/20728120.jpg', 'https://img03.platesmania.com/230119/inf/20728120a2ae83.png']",30 Y 491 HA,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', ' #combo ']"
